recall_id,title,organization,product_name,issue,category,updated_at,data_received_at,issue_category
77111,IMPRA® Carboflo™ Flex Carbon-Lined,Medical devices,IMPRA® Carboflo™ Flex Carbon-Lined,Performance,,2025-03-13,2025-06-20 15:13:01.237253,Cardiovascular
77112,Comprehensive® Shoulder System Primary Mini Length Shouldler Stem,Medical devices,Comprehensive® Shoulder System Primary Mini Length Shouldler Stem,Performance,,2025-03-13,2025-06-20 15:13:01.237253,Orthopaedics
77110,"Centricity™ Universal Viewer (UV), PACS-IW, Radiology and Cardiology Systems",Medical devices,"Centricity™ Universal Viewer (UV), PACS-IW, Radiology and Cardiology Systems",Performance,,2025-03-13,2025-06-20 15:13:01.237253,Radiology
77108,BMC Kaius 01 Bicycles and Framesets recalled due to fall hazard,Consumer product safety,BMC Kaius 01 Bicycles and Framesets,Fall hazard,,2025-03-13,2025-06-20 15:13:01.237253,Sports and fitness
77106,Black Diamond Vision Harness recalled due to injury hazard,Consumer product safety,Black Diamond Vision Harness,Injury hazard,,2025-03-13,2025-06-20 15:13:01.237253,Sports and fitness
64741,Transport Canada Recall - 2022343 - MERCEDES-BENZ,TC,Light Truck & Van recalled by MERCEDES-BENZ,Label,,2025-03-13,2025-06-20 15:13:01.237253,Light Truck & Van
77115,Transport Canada Recall - 2025107 - REV RECREATION GROUP,TC,Motorhome recalled by REV RECREATION GROUP,Structure,,2025-03-12,2025-06-20 15:13:01.237253,Motorhome
77121,Transport Canada Recall - 2025119 - MERCEDES-BENZ,TC,SUV recalled by MERCEDES-BENZ,Seats And Restraints,,2025-03-12,2025-06-20 15:13:01.237253,SUV
77120,Transport Canada Recall - 2025117 - LAND ROVER,TC,SUV recalled by LAND ROVER,Structure,,2025-03-12,2025-06-20 15:13:01.237253,SUV
77119,Transport Canada Recall - 2025116 - AIRSTREAM,TC,RV Trailer recalled by AIRSTREAM,Electrical,,2025-03-12,2025-06-20 15:13:01.237253,RV Trailer
77118,Transport Canada Recall - 2025115 - TRIUMPH,TC,Motorcycle recalled by TRIUMPH,Lights And Instruments,,2025-03-12,2025-06-20 15:13:01.237253,Motorcycle
77117,Transport Canada Recall - 2025114 - KAWASAKI,TC,Motorcycle recalled by KAWASAKI,High Voltage,,2025-03-12,2025-06-20 15:13:01.237253,Motorcycle
77116,Transport Canada Recall - 2025112 - MORGAN OLSON,TC,Truck - Med. & H.D. recalled by MORGAN OLSON,Electrical,Med. & H.D.,2025-03-12,2025-06-20 15:13:01.237253,Truck
77114,Transport Canada Recall - 2025104 - FORD,TC,Light Truck & Van recalled by FORD,Powertrain,,2025-03-12,2025-06-20 15:13:01.237253,Light Truck & Van
77107,Avalon US Transducer,Medical devices,Avalon US Transducer,Performance,,2025-03-12,2025-06-20 15:13:01.237253,Cardiovascular
77105,Premier Solo Diamond – Large Inverted Cone,Medical devices,Premier Solo Diamond – Large Inverted Cone,Performance,,2025-03-12,2025-06-20 15:13:01.237253,Dental
77094,TRUBLUE iQ and iQ+ Auto Belay Devices recalled due to fall hazard,Consumer product safety,TRUBLUE iQ and iQ+ Auto Belay Devices,Fall hazard,,2025-03-12,2025-06-20 15:13:01.237253,Sports and fitness
77090,Health Canada warns that relight candles available on Walmart.ca Marketplace pose a fire hazard,Consumer product safety,Relight candles,Fire hazard,,2025-03-12,2025-06-20 15:13:01.237253,Household items
77089,Purofort FoodPro Safety Boots recalled due to incorrect labelling ,Consumer product safety,DUNLOP Purofort FoodPro Safety Boots,Labelling and packaging,,2025-03-12,2025-06-20 15:13:01.237253,Clothing and accessories
77109,Vasoview Hemopro 2 Endoscopic Vessel Harvesting System,Medical devices,Vasoview Hemopro 2 Endoscopic Vessel Harvesting System,Performance,,2025-03-12,2025-06-20 15:13:01.237253,General and plastic surgery
77035,Teckwe Hair Dryer Brushes recalled due to  due to risk of electric shock,Consumer product safety,Teckwe Hair Dryer Brushes,Electrical hazard,,2025-03-12,2025-06-20 15:13:01.237253,Electronics
77088,Kimpex Rush and Arrow II ski kits for snowmobiles recalled due to injury hazard,Consumer product safety,Kimpex Rush and Arrow II ski kits and adaptors for snowmobiles,Injury hazard,,2025-03-11,2025-06-20 15:13:01.237253,Sports and fitness
72962,"Expanded recall: Yardworks 15-amp, 22-inch electric corded snowblower recalled due to electric shock hazard",Consumer product safety,"Yardworks 15-Amp Electric Corded Snowblower, 22-in",Electrical hazard,,2025-03-11,2025-06-20 15:13:01.237253,Tools and accessories
74850,Transport Canada Recall - 2023686 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,High Voltage,,2025-03-11,2025-06-20 15:13:01.237253,SUV
77092,Jamp Calcium Carbonate 500 + Vitamin D 1000 Tablet; Out of Specification (Dissolution),Drugs and health products,Jamp Calcium Carbonate 500 + Vitamin D 1000 Tablet,Product quality,,2025-03-11,2025-06-20 15:13:01.237253,Natural health products
77102,Transport Canada Recall - 2025109 - FORD,TC,Truck - Med. & H.D. recalled by FORD,Visual System,Truck - Med. & H.D.,2025-03-10,2025-06-20 15:13:01.237253,Light Truck & Van
77100,Transport Canada Recall - 2025101 - VERMEER,TC,Equipment recalled by VERMEER,Structure,,2025-03-10,2025-06-20 15:13:01.237253,Equipment
77101,Transport Canada Recall - 2025103 - FORD,TC,Light Truck & Van recalled by FORD,Lights And Instruments,,2025-03-10,2025-06-20 15:13:01.237253,Light Truck & Van
77098,Transport Canada Recall - 2025099 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,Lights And Instruments,,2025-03-10,2025-06-20 15:13:01.237253,SUV
77103,Transport Canada Recall - 2025110 - FORD,TC,Light Truck & Van recalled by FORD,High Voltage,,2025-03-10,2025-06-20 15:13:01.237253,Light Truck & Van
77104,Transport Canada Recall - 2025118 - GENERAL MOTORS,TC,Car recalled by GENERAL MOTORS,Powertrain,,2025-03-10,2025-06-20 15:13:01.237253,Car
77146,HO-YA brand Naturally Brewed Soy Sauce recalled due to bursting lids,CFIA,Naturally Brewed Soy Sauce,Non harmful (quality or spoilage),,2025-03-10,2025-06-20 15:13:01.237253,Condiments
77099,Transport Canada Recall - 2025100 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,Electrical,,2025-03-10,2025-06-20 15:13:01.237253,SUV
76918,Transport Canada Recall - 2025027 - LAND ROVER,TC,SUV recalled by LAND ROVER,Structure,,2025-03-10,2025-06-20 15:13:01.237253,SUV
77097,Transport Canada Recall - 2025098 - MERCEDES-BENZ,TC,SUV recalled by MERCEDES-BENZ,High Voltage,SUV,2025-03-10,2025-06-20 15:13:01.237253,Car
77095,Transport Canada Recall - 2025096 - BMW,TC,SUV recalled by BMW,Electrical,,2025-03-10,2025-06-20 15:13:01.237253,SUV
77087,"Nasopore, Otopore, and Hemopore Nasal Dressings",Medical devices,"Nasopore, Otopore, and Hemopore Nasal Dressings",Sterility,General hospital and personal use,2025-03-10,2025-06-20 15:13:01.237253,"Ear, nose and throat"
77086,Monterey AL AL Implant Inserter,Medical devices,Monterey AL AL Implant Inserter,Performance,,2025-03-10,2025-06-20 15:13:01.237253,Orthopaedics
77085,Universal Joint Screwdriver,Medical devices,Universal Joint Screwdriver,Performance,,2025-03-10,2025-06-20 15:13:01.237253,Neurology
77079,Sterile Surgical Drapes and Proxima Standard Packs,Medical devices,Sterile Surgical Drapes and Proxima Standard Packs,Sterility,,2025-03-10,2025-06-20 15:13:01.237253,General and plastic surgery
77060,Health Canada warns that relight candles available on Etsy.ca pose a fire hazard ,Consumer product safety,Relight candles,Fire hazard,,2025-03-10,2025-06-20 15:13:01.237253,Household items
77096,Transport Canada Recall - 2025097 - KEYSTONE,TC,RV Trailer recalled by KEYSTONE,Structure,,2025-03-10,2025-06-20 15:13:01.237253,RV Trailer
77080,TruSystem 7500 Surgical Table,Medical devices,TruSystem 7500 Surgical Table,Performance,,2025-03-07,2025-06-20 15:13:01.237253,General and plastic surgery
77091,PC Blue Menu brand Chicken Tikka Masala recalled due to undeclared almond ,CFIA,Chicken Tikka Masala,Tree nut,,2025-03-07,2025-06-20 15:13:01.237253,Multiple food items
77084,Transport Canada Recall - 2025111 - JAYCO,TC,RV Trailer recalled by JAYCO,Label,,2025-03-07,2025-06-20 15:13:01.237253,RV Trailer
77083,Transport Canada Recall - 2025108 - FORD,TC,Light Truck & Van recalled by FORD,Powertrain,,2025-03-07,2025-06-20 15:13:01.237253,Light Truck & Van
77082,Transport Canada Recall - 2025102 - FORD,TC,Light Truck & Van recalled by FORD,Lights And Instruments,,2025-03-07,2025-06-20 15:13:01.237253,Light Truck & Van
77078,Blueprint Mixed Reality Guidance Instrumentation System,Medical devices,Blueprint Mixed Reality Guidance Instrumentation System,Performance,,2025-03-07,2025-06-20 15:13:01.237253,Neurology
77077,EZCam Intraoral Camera,Medical devices,EZCam Intraoral Camera,Unauthorised device,,2025-03-07,2025-06-20 15:13:01.237253,General hospital and personal use
77076,MIM (Software Package),Medical devices,MIM (Software Package),Performance,,2025-03-07,2025-06-20 15:13:01.237253,Radiology
77046,Transport Canada Recall - 2025082 - FORD,TC,SUV recalled by FORD,Electrical,,2025-03-07,2025-06-20 15:13:01.237253,SUV
76851,Transport Canada Recall - 2025002 - TESLA,TC,Car recalled by TESLA,Visual System,SUV,2025-03-07,2025-06-20 15:13:01.237253,Car
77069,Neonatal-Infant and Adult Pediatric Filter and Sampling Lines,Medical devices,Neonatal-Infant and Adult Pediatric Filter and Sampling Lines,Labelling and packaging,,2025-03-06,2025-06-20 15:13:01.237253,Anaesthesiology
77093,Greenworld Fine Foods brand Tahini recalled due to undeclared peanut,CFIA,Tahini,Peanut,,2025-03-06,2025-06-20 15:13:01.237253,Other
77074,"L-Theanine 250 mg capsule; Out of specification (Microbial, Yeast & Mold count)",Drugs and health products,L-Theanine 250 mg capsule,Product quality,,2025-03-06,2025-06-20 15:13:01.237253,Natural health products
77073,Jamp K8 Tablet; Out of Specification (Dissolution),Drugs and health products,Jamp K8 Tablet,Product quality,,2025-03-06,2025-06-20 15:13:01.237253,Natural health products
77072,Eatlove brand Organic Almond Butter Cup recalled due to undeclared peanut,CFIA,Organic Almond Butter Cup,Peanut,,2025-03-06,2025-06-20 15:13:01.237253,"Candy, confectionary, snacks and sweeteners"
77070,"Infant/Neonatal and Adult/Pediatric Filterline and Vitaline H sets, Airway Adapters, Ventline Set, and CO2 Sampling Line",Medical devices,"Infant/Neonatal and Adult/Pediatric Filterline and Vitaline H sets, Airway Adapters, Ventline Set, and CO2 Sampling Line",Labelling and packaging,,2025-03-06,2025-06-20 15:13:01.237253,Anaesthesiology
77071,Certain Medline Industries Convenience Kits Containing Syringes,Medical devices,Certain Medline Industries Convenience Kits Containing Syringes,Sterility,Cardiovascular,2025-03-06,2025-06-20 15:13:01.237253,General hospital and personal use
77068,Inhibin B Gen II ELISA,Medical devices,Inhibin B Gen II ELISA,Performance,,2025-03-06,2025-06-20 15:13:01.237253,Chemistry
77067,DxC 500 AU Clinical Chemistry Analyzer,Medical devices,DxC 500 AU Clinical Chemistry Analyzer,Performance,,2025-03-06,2025-06-20 15:13:01.237253,Chemistry
77058,Black Diamond Recon LT Avalanche Transceiver recalled due to risk of a signal transmission failure during emergencies,Consumer product safety,BD Recon LT Avalanche Transceiver,Injury hazard,,2025-03-06,2025-06-20 15:13:01.237253,Sports and fitness
77024,Transport Canada Recall - 2025094 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Label,,2025-03-06,2025-06-20 15:13:01.237253,RV Trailer
75547,Transport Canada Recall - 2024270 - FORD,TC,SUV recalled by FORD,Powertrain,SUV,2025-03-06,2025-06-20 15:13:01.237253,Light Truck & Van
74166,Transport Canada Recall - 2023450 - FORD,TC,Truck - Med. & H.D. recalled by FORD,Visual System,Truck - Med. & H.D.,2025-03-06,2025-06-20 15:13:01.237253,Light Truck & Van
77075,Transport Canada Recall - 2025113 - NEWMAR,TC,Motorhome recalled by NEWMAR,Fuel System,,2025-03-05,2025-06-20 15:13:01.237253,Motorhome
77081,Fresh Lean Ground Beef recalled due to pieces of plastic,CFIA,Fresh Lean Ground Beef,Extraneous Material,,2025-03-05,2025-06-20 15:13:01.237253,Meat and poultry
77066,Sodium Acetate Injection USP; Incorrect GTIN,Drugs and health products,Sodium Acetate Injection USP,Labelling,,2025-03-05,2025-06-20 15:13:01.237253,Drugs
77065,RespirActin Deep Lung Cleanse Capsule; Do not contain medicinal ingredient listed on the label,Drugs and health products,Deep Lung Cleanse Capsule,Product quality,,2025-03-05,2025-06-20 15:13:01.237253,Natural health products
77064,Portable X-Ray Unit FDR Xair,Medical devices,Portable X-Ray Unit FDR Xair,Labelling and packaging,,2025-03-05,2025-06-20 15:13:01.237253,Radiology
77063,Progressa Bed Surfaces,Medical devices,Progressa Bed Surfaces,Performance,,2025-03-05,2025-06-20 15:13:01.237253,Physical medicine
77041,Magic relighting candles recalled due to fire hazard ,Consumer product safety,Magic relighting candles,Fire hazard,,2025-03-04,2025-06-20 15:13:01.237253,Household items
77057,Vaaniy Foods brand Frozen Porotta recalled due to undeclared milk,CFIA,Frozen Porotta,Milk,,2025-03-04,2025-06-20 15:13:01.237253,Bread
76471,Transport Canada Recall - 2024643 - FORD,TC,Light Truck & Van recalled by FORD,Powertrain,,2025-03-03,2025-06-20 15:13:01.237253,Light Truck & Van
77061,Transport Canada Recall - 2025095 - FOREST RIVER,TC,RV Trailer recalled by FOREST RIVER,Structure,,2025-03-03,2025-06-20 15:13:01.237253,RV Trailer
77059,Medline Alcohol Prep Pad: 70% Isopropyl Alcohol: No Market Authorization,Drugs and health products,Medline Alcohol Prep Pad: 70% Isopropyl Alcohol,Product quality,,2025-03-03,2025-06-20 15:13:01.237253,Natural health products
77056,Jamp Itraconazole Oral Solution: Presence of crystalline particles,Drugs and health products,Jamp Itraconazole Oral Solution,Product quality,,2025-03-03,2025-06-20 15:13:01.237253,Drugs
72117,Transport Canada Recall - 2022562 - FORD,TC,Light Truck & Van recalled by FORD,Lights And Instruments,,2025-03-03,2025-06-20 15:13:01.237253,Light Truck & Van
75502,Transport Canada Recall - 2024246 - FORD,TC,Light Truck & Van recalled by FORD,Lights And Instruments,,2025-03-03,2025-06-20 15:13:01.237253,Light Truck & Van
75210,Transport Canada Recall - 2024125 - FORD,TC,Light Truck & Van recalled by FORD,Lights And Instruments,,2025-03-03,2025-06-20 15:13:01.237253,Light Truck & Van
72173,Fotofinder ATBM Master,Medical devices,Fotofinder ATBM Master,Unauthorised device,,2025-03-03,2025-06-20 15:13:01.237253,General and plastic surgery
64937,Transport Canada Recall - 2022146 - FORD,TC,SUV recalled by FORD,Brakes,SUV - Truck - Med. & H.D.,2025-03-03,2025-06-20 15:13:01.237253,Light Truck & Van
77042,Hansang brand frozen fish cakes recalled due to undeclared egg,CFIA,Frozen fish cakes,Egg,,2025-03-01,2025-06-20 15:13:01.237253,Frozen
77047,Transport Canada Recall - 2025083 - KIA,TC,SUV recalled by KIA,Engine,Car,2025-02-28,2025-06-20 15:13:01.237253,SUV
77054,Transport Canada Recall - 2025091 - HYUNDAI,TC,SUV recalled by HYUNDAI,Lights And Instruments,SUV,2025-02-28,2025-06-20 15:13:01.237253,Car
77053,Transport Canada Recall - 2025090 - HONDA,TC,Motorcycle recalled by HONDA,Powertrain,,2025-02-28,2025-06-20 15:13:01.237253,Motorcycle
77052,Transport Canada Recall - 2025088 - POLARIS,TC,Motorcycle recalled by POLARIS,Fuel System,,2025-02-28,2025-06-20 15:13:01.237253,Motorcycle
77051,Transport Canada Recall - 2025087 - VANTAGE MOBILITY INTERNATIONAL (VMI),TC,Minivan recalled by VANTAGE MOBILITY INTERNATIONAL (VMI),Suspension,,2025-02-28,2025-06-20 15:13:01.237253,Minivan
77049,Transport Canada Recall - 2025085 - FORD,TC,Car recalled by FORD,Steering,,2025-02-28,2025-06-20 15:13:01.237253,Car
77048,Transport Canada Recall - 2025084 - FORD,TC,SUV recalled by FORD,Seats And Restraints,,2025-02-28,2025-06-20 15:13:01.237253,SUV
77050,Transport Canada Recall - 2025086 - FORD,TC,Light Truck & Van recalled by FORD,Lights And Instruments,,2025-02-28,2025-06-20 15:13:01.237253,Light Truck & Van
77044,Transport Canada Recall - 2025079 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,Engine,,2025-02-28,2025-06-20 15:13:01.237253,SUV
76781,Transport Canada Recall - 2024762 - CUMMINS,TC,Equipment recalled by CUMMINS,Electrical,,2025-02-28,2025-06-20 15:13:01.237253,Equipment
77040,Revolution CT and Revolution Apex series CT systems,Medical devices,Revolution CT and Revolution Apex series CT systems,Performance,,2025-02-28,2025-06-20 15:13:01.237253,Radiology
77039,Pentax Medical Video Processors  ,Medical devices,Pentax Medical Video Processors  ,Performance,,2025-02-28,2025-06-20 15:13:01.237253,General hospital and personal use
77038,Fujifilm Mobile Digital X-Ray System FDR Nano,Medical devices,Fujifilm Mobile Digital X-Ray System FDR Nano,Performance,,2025-02-28,2025-06-20 15:13:01.237253,Dental
77032,Polaris and 509 branded Tactical 3.0 helmets recalled due to impact hazard ,Consumer product safety,Polaris and 509 branded helmets,Impact hazard,,2025-02-28,2025-06-20 15:13:01.237253,Sports and fitness
77043,Transport Canada Recall - 2025069 - ROADTREK,TC,Motorhome recalled by ROADTREK,Label,,2025-02-28,2025-06-20 15:13:01.237253,Motorhome
77017,Blizza Brands Inc. recalls one lot of Cloudz - Cloudz 7g dried cannabis flowers,Controlled substances and cannabis,"Cloudz - Cloudz 7g dried cannabis flowers, Lot BA25DF1",Microbial contamination,,2025-02-27,2025-06-20 15:13:01.237253,Cannabis
77037,"Certain Ulker brand products recalled due to undeclared egg, milk and wheat",CFIA,"Kekstra Mini (strawberry), Biskrem cocoa, Rulokat",Egg - Milk - Wheat,,2025-02-27,2025-06-20 15:13:01.237253,"Candy, confectionary, snacks and sweeteners"
77034,Assurity and Endurity Pacemakers,Medical devices,Assurity and Endurity Pacemakers,Performance,,2025-02-27,2025-06-20 15:13:01.237253,Cardiovascular
77033,Synapse Picture Archiving And Communications Systems,Medical devices,Synapse Picture Archiving And Communications Systems,Performance,,2025-02-27,2025-06-20 15:13:01.237253,Radiology
77031,Magnetic Gyro Wheel recalled due to ingestion hazard,Consumer product safety,Magnetic Gyro Wheel,Ingestion hazard,,2025-02-27,2025-06-20 15:13:01.237253,Toys and games
77029,"Prestige Solo, Prestige Excellence and Aerco Esteem Gas Boilers recalled due to risk of carbon monoxide poisoning ",Consumer product safety,"Prestige Solo, Prestige Excellence, and Aerco Esteem Condensing Gas Boilers",Poisoning hazard,,2025-02-27,2025-06-20 15:13:01.237253,Appliances
77036,"Sensipar (30mg, 60mg, 90mg): Levels of N-nitroso-cinacalcet exceeding the established acceptable intake (AI) limits in affected lots.",Drugs and health products,"Sensipar (30mg, 60mg, 90mg)",Product safety,,2025-02-27,2025-06-20 15:13:01.237253,Drugs
77015,Goal Zero 4x HPP to 1x HPP+ Solar Series Combiner recalled due to fire hazard ,Consumer product safety,Goal Zero 4x HPP to 1x HPP+ Solar Series Combiner,Fire hazard,,2025-02-27,2025-06-20 15:13:01.237253,Electronics
76990,Starmaker USB-A Wall Charger recalled due to electric shock and fire hazard  ,Consumer product safety,Starmaker USB-A Wall Charger,Electrical hazard - Fire hazard,,2025-02-27,2025-06-20 15:13:01.237253,Electronics
76986,Kichler Ellerbeck Wall Sconces recalled due to  potential shock hazard,Consumer product safety,Certain Kichler Ellerbeck Wall Sconces ,Electrical hazard,,2025-02-27,2025-06-20 15:13:01.237253,Household items
76932,Transport Canada Recall - 2025043 - FORD,TC,SUV recalled by FORD,Visual System,Light Truck & Van,2025-02-27,2025-06-20 15:13:01.237253,SUV
76818,Transport Canada Recall - 2024779 - FORD,TC,Light Truck & Van recalled by FORD,Visual System,,2025-02-27,2025-06-20 15:13:01.237253,Light Truck & Van
77014,Forever 21 Too Cute Children’s Pajama Set recalled due to flammability hazard ,Consumer product safety,"Forever 21, Too Cute t-shirt and short pajama set",Flammability hazard,,2025-02-27,2025-06-20 15:13:01.237253,Clothing
76981,LG Slide-In and Freestanding Electric Ranges recalled due to fire hazard,Consumer product safety,LG Slide-In and Freestanding Electric Ranges,Fire hazard,,2025-02-26,2025-06-20 15:13:01.237253,Appliances
77027,Atellica CH Diluent,Medical devices,Atellica CH Diluent,Sterility,,2025-02-26,2025-06-20 15:13:01.237253,Chemistry
77025,"In2Flow Nasal Cannula, With OD15 Adapter",Medical devices,"In2Flow Nasal Cannula, With OD15 Adapter",Performance,,2025-02-26,2025-06-20 15:13:01.237253,Anaesthesiology
77026,Smith Medical Intubation Oral/Nasal Endotracheal Tubes,Medical devices,Smith Medical Intubation Oral/Nasal Endotracheal Tubes,Performance,General hospital and personal use,2025-02-26,2025-06-20 15:13:01.237253,Anaesthesiology
76959,Sultan Food Products brand Fried Falafel with Tahini Sauce recalled due to undeclared peanut,CFIA,Fried Falafel with Tahini Sauce,Peanut,,2025-02-26,2025-06-20 15:13:01.237253,Multiple food items
76161,Transport Canada Recall - 2024506 - NOVA BUS,TC,Bus recalled by NOVA BUS,Heater And Defroster,,2025-02-26,2025-06-20 15:13:01.237253,Bus
74646,Transport Canada Recall - 2023619 - BLUE BIRD,TC,School Bus recalled by BLUE BIRD,Structure,,2025-02-26,2025-06-20 15:13:01.237253,School Bus
73742,Transport Canada Recall - 2023291 - NOVA BUS,TC,Bus recalled by NOVA BUS,Seats And Restraints,,2025-02-25,2025-06-20 15:13:01.237253,Bus
76154,Transport Canada Recall - 2024499 - NOVA BUS,TC,Bus recalled by NOVA BUS,Seats And Restraints,,2025-02-25,2025-06-20 15:13:01.237253,Bus
76987,CS 1200 and CS 1500 Intraoral Camera,Medical devices,CS 1200 and CS 1500 Intraoral Camera,Unauthorised device,,2025-02-25,2025-06-20 15:13:01.237253,General and plastic surgery
77016,VARIPULSE™ Bi-Directional Ablation Catheter,Medical devices,VARIPULSE™ Bi-Directional Ablation Catheter,Labelling and packaging,,2025-02-25,2025-06-20 15:13:01.237253,Cardiovascular
77019,Transport Canada Recall - 2025071 - FIAT CHRYSLER AUTOMOBILES,TC,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Visual System,,2025-02-24,2025-06-20 15:13:01.237253,SUV
77023,Transport Canada Recall - 2025077 - GRAND DESIGN RV,TC,RV Trailer recalled by GRAND DESIGN RV,Structure,,2025-02-24,2025-06-20 15:13:01.237253,RV Trailer
77022,Transport Canada Recall - 2025076 - MERCEDES-BENZ,TC,Light Truck & Van recalled by MERCEDES-BENZ,Powertrain,,2025-02-24,2025-06-20 15:13:01.237253,Light Truck & Van
77021,Transport Canada Recall - 2025073 - RIVIAN,TC,Light Truck & Van recalled by RIVIAN,Lights And Instruments,SUV,2025-02-24,2025-06-20 15:13:01.237253,Light Truck & Van
77020,Transport Canada Recall - 2025072 - GENERAL MOTORS,TC,Light Truck & Van recalled by GENERAL MOTORS,Structure,,2025-02-24,2025-06-20 15:13:01.237253,Light Truck & Van
76993,LifeTime Wood Treatment recalled due to improper labelling ,Consumer product safety,LifeTime Wood Treatment,Labelling and packaging,,2025-02-24,2025-06-20 15:13:01.237253,Chemicals
77018,Transport Canada Recall - 2025070 - TOYOTA,TC,Minivan recalled by TOYOTA,Seats And Restraints,,2025-02-24,2025-06-20 15:13:01.237253,Minivan
76612,Transport Canada Recall - 2024706 - NOVA BUS,TC,Bus recalled by NOVA BUS,Engine,,2025-02-24,2025-06-20 15:13:01.237253,Bus
76992,Bertha Butterfly Doll Accessories recalled due to laceration hazard,Consumer product safety,Bertha Butterfly Doll Accessories,Laceration hazard,,2025-02-24,2025-06-20 15:13:01.237253,Toys and games
76991,TravisMathew Cloud Hoodies and Half-Zip Sweatshirts recalled due to flammability hazard ,Consumer product safety,TravisMathew Cloud Hoodies and Day Half-Zip Sweatshirts,Flammability hazard,,2025-02-24,2025-06-20 15:13:01.237253,Clothing
77013,Kids by Babyganics SPF 50 Mineral Sunscreen Totally Tropical (rollerball and continuous spray formulas): Impurity,Drugs and health products,Kids by Babyganics SPF 50 Mineral Sunscreen Totally Tropical (rollerball and continuous spray formulas),Product quality,,2025-02-24,2025-06-20 15:13:01.237253,Natural health products
77011,Recall: Kids by Babyganics SPF 50 Mineral Sunscreen Totally Tropical (rollerball and continuous spray formulas),Communications and Public Affairs Branch,Kids by Babyganics SPF 50 Mineral Sunscreen Totally Tropical (rollerball and continuous spray formulas),Product quality,,2025-02-22,2025-06-20 15:13:01.237253,Natural health products
77012,Jean Perrin brand Morbier de Scey and Raclette de Scey (cheeses) recalled due to possible contamination with pathogenic E. coli ,CFIA,Morbier de Scey and Raclette de Scey (cheeses),E. Coli - other pathogenic,,2025-02-22,2025-06-20 15:13:01.237253,Dairy
76979,"Health Canada warns that ""Travel Car Seat for toddler""  available on Amazon.ca may pose a risk of injury",Consumer product safety,Travel Car Seat For Toddler,Injury hazard,,2025-02-21,2025-06-20 15:13:01.237253,Other
76989,SIGNA™ Explorer,Medical devices,SIGNA™ Explorer,Performance,,2025-02-21,2025-06-20 15:13:01.237253,Radiology
76985,Costway Kids Kitchen Step Stool recalled due to entrapment hazard,Consumer product safety,Costway Kids Kitchen Step Stool,Entrapment hazard,,2025-02-21,2025-06-20 15:13:01.237253,Household items
76903,Soo brand Beef Jerky recalled due to undeclared mustard,CFIA,Beef Jerky,Mustard,,2025-02-21,2025-06-20 15:13:01.237253,Processed
76422,Transport Canada Recall - 2024605 - FORD,TC,Car recalled by FORD,Seats And Restraints,,2025-02-21,2025-06-20 15:13:01.237253,Car
70669,Transport Canada Recall - 2013001 - GENERAL MOTORS,TC,Light Truck & Van recalled by GENERAL MOTORS,Other,SUV,2025-02-21,2025-06-20 15:13:01.237253,Light Truck & Van
76999,Transport Canada Recall - 2025056 - VOLVO,TC,SUV recalled by VOLVO,Lights And Instruments,,2025-02-20,2025-06-20 15:13:01.237253,SUV
77010,Transport Canada Recall - 2025092 - NEWMAR,TC,Motorhome recalled by NEWMAR,Fuel System,,2025-02-20,2025-06-20 15:13:01.237253,Motorhome
77009,Transport Canada Recall - 2025089 - VOLKSWAGEN,TC,Car recalled by VOLKSWAGEN,Visual System,,2025-02-20,2025-06-20 15:13:01.237253,Car
77008,Transport Canada Recall - 2025081 - FORD,TC,Light Truck & Van recalled by FORD,Lights And Instruments,,2025-02-20,2025-06-20 15:13:01.237253,Light Truck & Van
77006,Transport Canada Recall - 2025065 - VOLKSWAGEN,TC,SUV recalled by VOLKSWAGEN,Powertrain,,2025-02-20,2025-06-20 15:13:01.237253,SUV
77005,Transport Canada Recall - 2025063 - TRIUMPH,TC,Competition Vehicle recalled by TRIUMPH,Electrical,,2025-02-20,2025-06-20 15:13:01.237253,Competition Vehicle
77003,Transport Canada Recall - 2025061 - KTM,TC,Competition Vehicle recalled by KTM,Brakes,Motorcycle,2025-02-20,2025-06-20 15:13:01.237253,Competition Vehicle
77002,Transport Canada Recall - 2025059 - YAMAHA,TC,Motorcycle recalled by YAMAHA,Engine,,2025-02-20,2025-06-20 15:13:01.237253,Motorcycle
77001,Transport Canada Recall - 2025058 - WINNEBAGO INDUSTRIES,TC,Motorhome recalled by WINNEBAGO INDUSTRIES,Structure,,2025-02-20,2025-06-20 15:13:01.237253,Motorhome
77000,Transport Canada Recall - 2025057 - JAYCO,TC,Motorhome recalled by JAYCO,Structure,,2025-02-20,2025-06-20 15:13:01.237253,Motorhome
77007,Transport Canada Recall - 2025067 - PORSCHE,TC,Car recalled by PORSCHE,Seats And Restraints,,2025-02-20,2025-06-20 15:13:01.237253,Car
76998,Transport Canada Recall - 2025055 - GOODBABY,TC,Child Car Seat recalled by GOODBABY,Seats And Restraints,,2025-02-20,2025-06-20 15:13:01.237253,Child Car Seat
